s,left_x,left_y,right_x,right_y
2.65000010,0.92476776,1.22391818,0.78777509,-0.72607793
2.66000009,0.93466535,1.22392004,0.79794371,-0.72607801
2.67000008,0.94456488,1.22391844,0.80810921,-0.72607865
2.68000007,0.95446686,1.22391821,0.81827182,-0.72607758
2.69000006,0.96437142,1.22391932,0.82843131,-0.72607957
2.70000005,0.97427823,1.22391924,0.83858789,-0.72607740
2.71000004,0.98418741,1.22391804,0.84874118,-0.72607845
2.72000003,0.99409908,1.22391800,0.85889133,-0.72607787
2.73000002,1.00401336,1.22391917,0.86903832,-0.72607816
2.74000001,1.01393024,1.22391905,0.87918221,-0.72607928
2.75000000,1.02384965,1.22391996,0.88932283,-0.72607890
2.75999999,1.03377167,1.22391954,0.89946024,-0.72607951
2.76999998,1.04197689,1.19891817,0.90959435,-0.72607873
2.77999997,1.05190696,1.19891958,0.91972519,-0.72607893
2.78999996,1.06183949,1.19891940,0.92985272,-0.72607772
2.79999995,1.07177488,1.19892014,0.93997693,-0.72607768
2.80999994,1.08171268,1.19891932,0.95009752,-0.72607875
2.81999993,1.09165337,1.19891932,0.96021481,-0.72607865
2.82999992,1.10159683,1.19892010,0.97032853,-0.72607974
2.83999991,1.11154316,1.19891911,0.98043906,-0.72607959
2.84999990,1.12149223,1.19891885,0.99054600,-0.72607836
2.85999990,1.13144443,1.19891923,0.99895081,-0.75107943
2.86999989,1.14139925,1.19891779,1.00905257,-0.75107860
2.88000011,1.15135743,1.19891932,1.01915078,-0.75107919
2.89000010,1.16131831,1.19891896,1.02924520,-0.75107878
2.90000010,1.17128224,1.19891915,1.03933592,-0.75107747
2.91000009,1.18124933,1.19891970,1.04942290,-0.75107765
2.92000008,1.19121947,1.19891826,1.05950609,-0.75107947
2.93000007,1.20119293,1.19891961,1.06958566,-0.75107792
2.94000006,1.21116936,1.19891882,1.07966131,-0.75107804
2.95000005,1.22114903,1.19891833,1.08973310,-0.75107740
2.96000004,1.23113190,1.19891807,1.09980091,-0.75107850
2.97000003,1.24111807,1.19891804,1.10986482,-0.75107889
2.98000002,1.25110765,1.19891810,1.11992497,-0.75107862
2.99000001,1.26110045,1.19891828,1.12998108,-0.75107776
3.00000000,1.26941660,1.17391887,1.14003330,-0.75107883
3.00999999,1.27941709,1.17391909,1.15008151,-0.75107928
3.01999998,1.28942094,1.17391936,1.16012573,-0.75107933
3.02999997,1.29942814,1.17391958,1.17016595,-0.75107887
3.03999996,1.30943881,1.17391973,1.18020207,-0.75107800
3.04999995,1.31945280,1.17391977,1.19023384,-0.75107911
3.05999994,1.32947036,1.17391960,1.20026185,-0.75107754
3.06999993,1.33949139,1.17391927,1.21028563,-0.75107809
3.07999992,1.34783772,1.14891876,1.22030524,-0.75107837
3.08999991,1.35786556,1.14891791,1.23032091,-0.75107843
3.09999990,1.36789693,1.14891911,1.24033257,-0.75107829
3.10999990,1.37793159,1.14891999,1.25034008,-0.75107803
3.11999989,1.38796959,1.14891808,1.26034370,-0.75107768
3.13000011,1.39801118,1.14891810,1.27034312,-0.75107969
3.14000010,1.40805622,1.14892011,1.28033860,-0.75107926
3.15000010,1.41810452,1.14891915,1.29033008,-0.75107879
3.16000009,1.42815634,1.14892010,1.30031765,-0.75107841
3.17000008,1.43821139,1.14891804,1.31030130,-0.75107814
3.18000007,1.44826982,1.14891775,1.31859694,-0.77607757
3.19000006,1.45833172,1.14891926,1.32857169,-0.77607751
3.20000005,1.46839694,1.14892007,1.33854255,-0.77607768
3.21000004,1.47846544,1.14892010,1.34850959,-0.77607816
3.22000003,1.48853706,1.14891934,1.35847274,-0.77607888
3.23000002,1.49861210,1.14892025,1.36843228,-0.77607757
3.24000001,1.50869005,1.14891783,1.37838786,-0.77607901
3.25000000,1.52046547,1.17391822,1.38834006,-0.77607846
3.25999999,1.53055188,1.17391875,1.39828851,-0.77607847
3.26999998,1.54064140,1.17391829,1.40823326,-0.77607889
3.27999997,1.55073428,1.17391924,1.41817466,-0.77607743
3.28999996,1.56083026,1.17391914,1.42811224,-0.77607900
3.29999995,1.57263316,1.19891856,1.43804668,-0.77607875
3.30999994,1.58273765,1.19891853,1.44797746,-0.77607915
3.31999993,1.59284552,1.19891973,1.45790502,-0.77607786
3.32999992,1.60295654,1.19891972,1.46782928,-0.77607731
3.33999991,1.61307062,1.19891851,1.47775008,-0.77607759
3.34999990,1.62661874,1.24891806,1.48766753,-0.77607871
3.35999990,1.63674457,1.24891865,1.49758205,-0.77607822
3.36999989,1.65031497,1.29891922,1.50749317,-0.77607859
3.38000011,1.66045290,1.29891911,1.51740157,-0.77607757
3.39000010,1.66714138,1.24891943,1.52730661,-0.77607750
3.40000010,1.67727995,1.24891926,1.53720852,-0.77607850
3.41000009,1.68742170,1.24891988,1.54710747,-0.77607812
3.42000008,1.69409595,1.19891974,1.55700340,-0.77607892
3.43000007,1.70423755,1.19892012,1.56689638,-0.77607837
