x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
6.50408256,19.43931304,1.28281127,1.28281127,2.56562254,6.08000038,18.22862768,6.92816475,20.64999841
6.49865743,19.45385683,1.26729252,1.26729252,2.53458503,6.08000054,18.25771439,6.91731431,20.64999927
6.49323032,19.46841300,1.25176027,1.25176027,2.50352054,6.08000065,18.28682719,6.90646000,20.64999880
6.48780329,19.48298519,1.23621336,1.23621336,2.47242673,6.08000070,18.31597168,6.89560587,20.64999870
6.48237595,19.49757145,1.22065430,1.22065430,2.44130859,6.08000048,18.34514319,6.88475141,20.64999971
6.47694861,19.51217620,1.20507562,1.20507562,2.41015124,6.08000048,18.37435396,6.87389673,20.64999843
6.47152058,19.52679382,1.18948608,1.18948608,2.37897216,6.08000022,18.40358906,6.86304095,20.64999859
6.46609294,19.54143031,1.17387938,1.17387938,2.34775876,6.08000074,18.43286114,6.85218514,20.64999949
6.45854733,19.55000107,1.16469726,1.16469726,2.32939452,6.07576628,18.45000181,6.84132838,20.65000033
6.44801951,19.54999975,1.16458987,1.16458987,2.32917974,6.06556701,18.44999991,6.83047201,20.64999959
6.44268625,19.56494508,1.18030275,1.18030275,2.36060550,6.05537307,18.44999976,6.82999943,20.67989041
6.43564948,19.57500016,1.19083377,1.19083377,2.38166753,6.04518512,18.45000121,6.82611385,20.69999911
6.42512146,19.57499974,1.19072020,1.19072020,2.38144040,6.03500212,18.45000130,6.81524079,20.69999819
6.41718404,19.58246781,1.18270264,1.18270264,2.36540527,6.03000061,18.46493726,6.80436746,20.69999835
6.41174759,19.59716860,1.16703252,1.16703252,2.33406505,6.03000030,18.49433864,6.79349487,20.69999856
6.40631307,19.61189241,1.15134154,1.15134154,2.30268308,6.03000069,18.52378565,6.78262545,20.69999918
6.40031236,19.62499989,1.13736084,1.13736084,2.27472168,6.02887229,18.55000130,6.77175243,20.69999847
6.38978089,19.62499915,1.13724975,1.13724975,2.27449949,6.01868193,18.55000029,6.76087985,20.69999801
