x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
-7.79131222,-7.52717400,1.08869873,2.76134033,3.85003906,-8.87999966,-7.53213224,-5.03000052,-7.51459806
-7.79140139,-7.51717234,1.08860840,2.76142822,3.85003662,-8.87999875,-7.52207101,-5.03000114,-7.50474608
-7.79149055,-7.50717354,1.08851807,2.83151855,3.92003662,-8.87999792,-7.51201134,-4.95999985,-7.49458915
-7.79157972,-7.49716902,1.08843018,2.83160645,3.92003662,-8.87999945,-7.50194492,-4.96000045,-7.48474426
-7.79166889,-7.48717451,1.08833984,2.83169434,3.92003418,-8.87999855,-7.49188697,-4.96000105,-7.47491341
-7.79175711,-7.47717428,1.08825195,2.83178223,3.92003418,-8.87999914,-7.48182176,-4.96000070,-7.46508091
-7.79184532,-7.46716881,1.08816162,2.83187012,3.92003174,-8.87999734,-7.47175079,-4.96000019,-7.45524451
-7.79193354,-7.45717335,1.08807373,2.83195801,3.92003174,-8.87999793,-7.46168751,-4.95999984,-7.44542423
-7.79202127,-7.44717264,1.08798584,2.83204346,3.92002930,-8.87999804,-7.45161771,-4.96000145,-7.43560207
-7.79210854,-7.43717432,1.08789795,3.00000000,4.08789795,-8.87999773,-7.44154874,-4.79213268,-7.42511136
-7.79219580,-7.42717266,1.08781006,3.00000000,4.08781006,-8.87999736,-7.43147464,-4.79221922,-7.41530850
-7.79228258,-7.41717625,1.08772461,3.00000000,4.08772461,-8.87999896,-7.42140450,-4.79230529,-7.40551452
-7.79236841,-7.40717506,1.08763672,3.00000000,4.08763672,-8.87999722,-7.41132752,-4.79239023,-7.39572147
-7.79245424,-7.39717627,1.08755127,3.00000000,4.08755127,-8.87999786,-7.40125112,-4.79247534,-7.38593582
-7.79253960,-7.38717890,1.08746582,3.00000000,4.08746582,-8.87999809,-7.39117435,-4.79255980,-7.37615660
-7.79262447,-7.37717724,1.08738037,3.00000000,4.08738037,-8.87999784,-7.38109124,-4.79264379,-7.36637880
-7.79270840,-7.36717749,1.08729736,3.00000000,4.08729736,-8.87999902,-7.37100798,-4.79272699,-7.35660865
-7.79279232,-7.35717297,1.08721191,3.00000000,4.08721191,-8.87999782,-7.36091787,-4.79281002,-7.34683947
-7.79287529,-7.34717846,1.08712891,3.00000000,4.08712891,-8.87999804,-7.35083599,-4.79289228,-7.33708528
-7.79295731,-7.33717823,1.08704590,3.00000000,4.08704590,-8.87999737,-7.34074580,-4.79297340,-7.32733254
-7.79303932,-7.32717657,1.08696533,3.00000000,4.08696533,-8.87999908,-7.33065214,-4.79305470,-7.31758407
-7.79311991,-7.31717968,1.08688477,3.00000000,4.08688477,-8.87999943,-7.32056118,-4.79313439,-7.30784611
-7.79320002,-7.30717707,1.08680420,3.00000000,4.08680420,-8.87999929,-7.31046167,-4.79321361,-7.29811028
-7.79327965,-7.29717684,1.08672363,3.00000000,4.08672363,-8.87999862,-7.30036248,-4.79329252,-7.28838258
-7.79335833,-7.28717184,1.08664551,3.00000000,4.08664551,-8.87999949,-7.29025674,-4.79337031,-7.27865509
-7.79343605,-7.27717686,1.01656494,3.00000000,4.01656494,-8.80999717,-7.27996585,-4.79344732,-7.26894621
-7.79351330,-7.26717710,1.01648682,3.00000000,4.01648682,-8.80999660,-7.26986628,-4.79352367,-7.25924042
-7.79358959,-7.25717211,1.01641113,3.00000000,4.01641113,-8.80999745,-7.25975931,-4.79359925,-7.24953582
